N-gram,Frequency
"('killed', 'job', 'confirmed', 'job')",1
"('job', 'confirmed', 'job', 'success')",1
"('validation', 'job', 'successful', 're-run')",1
"('date', 'format', 'issue', 'job')",1
"('format', 'issue', 'job', 'failed')",1
"('issue', 'job', 'failed', 'corrected')",1
"('job', 'failed', 'corrected', 'data')",1
"('failed', 'corrected', 'data', 'format')",1
"('corrected', 'data', 'format', 'job')",1
"('data', 'format', 'job', 'completed')",1
"('format', 'job', 'completed', 'successfully')",1
"('running', 'longer', 'time', 'usual')",1
"('longer', 'time', 'usual', 'job')",1
"('time', 'usual', 'job', 'killed')",1
"('usual', 'job', 'killed', 'marked')",1
"('duplicates', 'removed', 'job', 'completed')",1
"('removed', 'job', 'completed', 'successfully')",1
"('login', 'timed', 'error', 'moved')",1
"('timed', 'error', 'moved', 'row')",1
"('error', 'moved', 'row', 'count')",1
"('tods', 'issue', 'job', 're-run')",1
"('job', 're-run', 'removing', 'space')",1
"('re-run', 'removing', 'space', 'substitution')",1
"('removing', 'space', 'substitution', 'parameter')",1
"('job', 'got', 'hanged', 'killed')",1
"('got', 'hanged', 'killed', 'middle')",1
"('hanged', 'killed', 'middle', 'job')",1
"('killed', 'middle', 'job', 'successfully')",1
"('middle', 'job', 'successfully', 're-processed')",1
"('killed', 'job', 'running', 'long')",1
"('released', 'tbload', 'moved', 'row')",1
"('tbload', 'moved', 'row', 'count')",1
"('count', 'file', 'arrival', 'area')",1
"('hence', 'job', 'aborted', 'marked')",1
"('job', 'aborted', 'marked', 'success')",1
"('issue', 'resolved', 'rerunning', 'job')",1
"('failed', 'due', 'invalid', 'format')",1
"('due', 'invalid', 'format', 'issue')",1
"('invalid', 'format', 'issue', 'issue')",1
"('file', 'available', 'rerun', 'job')",1
"('available', 'rerun', 'job', 'completed')",1
"('re-executed', 'job', 'completd', 'successfully')",1
"('failed', 'due', 'data', 'connectivity')",1
"('due', 'data', 'connectivity', 'issue')",1
"('data', 'connectivity', 'issue', 'job')",1
"('brj', 'issue', 'job', 're-started')",1
"('issue', 'job', 're-started', 'issue')",1
"('executed', 'back', 'end', 'successfully')",1
"('job', 'held', 'manually', 'managing')",1
"('held', 'manually', 'managing', 'incident')",1
"('manually', 'managing', 'incident', 'raised')",1
"('managing', 'incident', 'raised', 'issue')",1
"('incident', 'raised', 'issue', 'hence')",1
"('raised', 'issue', 'hence', 'closing')",1
"('issue', 'hence', 'closing', 'ticket')",1
"('hence', 'closing', 'ticket', 'raised')",1
"('duplicates', 'found', 'delted', 'duplicates')",1
"('schedule', 'released', 'monday', 'since')",1
"('released', 'monday', 'since', 'weekly')",1
"('monday', 'since', 'weekly', 'schedule')",1
"('completed', 'successfully', 'received', 'correct')",1
"('successfully', 'received', 'correct', 'file')",1
"('job', 'killed', 'previous', 'step')",1
"('killed', 'previous', 'step', 'completed')",1
"('previous', 'step', 'completed', 'restarted')",1
"('step', 'completed', 'restarted', 'completed')",1
"('source', 'file', 'issue', 'successful')",1
"('file', 'issue', 'successful', 'rerun')",1
"('file', 'issue', 'liaising', 'dev/source')",1
"('issue', 'liaising', 'dev/source', 'team')",1
"('tods', 'login', 'time', 'oout')",1
"('login', 'time', 'oout', 'error')",1
"('time', 'oout', 'error', 'job')",1
"('oout', 'error', 'job', 'got')",1
"('error', 'job', 'got', 'failed.tods')",1
"('job', 'got', 'failed.tods', 'login')",1
"('got', 'failed.tods', 'login', 'timeout')",1
"('failed.tods', 'login', 'timeout', 'erro')",1
"('login', 'timeout', 'erro', 'aaraise')",1
"('timeout', 'erro', 'aaraise', 'wehave')",1
"('erro', 'aaraise', 'wehave', 'huge')",1
"('aaraise', 'wehave', 'huge', 'volume')",1
"('wehave', 'huge', 'volume', 'record')",1
"('huge', 'volume', 'record', 'db')",1
"('volume', 'record', 'db', 'side.so')",1
"('record', 'db', 'side.so', 'executed')",1
"('db', 'side.so', 'executed', 'script')",1
"('side.so', 'executed', 'script', 'load')",1
"('executed', 'script', 'load', 'table')",1
"('script', 'load', 'table', 'manually')",1
"('db', 'lockout', 'issue', 'reesolved')",1
"('lockout', 'issue', 'reesolved', 'run')",1
"('due', 'connectivity', 'issue', 'cancelled')",1
"('connectivity', 'issue', 'cancelled', 'day')",1
"('data', 'issue', 'job', 're-ran')",1
"('issue', 'job', 're-ran', 'successfully')",1
"('job', 're-ran', 'successfully', 'correcting')",1
"('re-ran', 'successfully', 'correcting', 'data')",1
"('state', 'updated', 'manually', 'restarted')",1
"('updated', 'manually', 'restarted', 'job')",1
"('file', 'issue', 'liasing', 'withsource')",1
"('issue', 'liasing', 'withsource', 'team')",1
"('source', 'side', 'issue', 'process')",1
"('side', 'issue', 'process', 'failed')",1
"('issue', 'process', 'failed', 'due')",1
"('process', 'failed', 'due', 'duplicate')",1
"('update', 'batch', 're-run', 'completed')",1
"('invalid', 'data', 'issue', 'source')",1
"('data', 'issue', 'source', 'issue')",1
"('issue', 'source', 'issue', 'fixed')",1
"('source', 'issue', 'fixed', 'job')",1
"('state', 'updated', 'manually', 'executed')",1
"('updated', 'manually', 'executed', 'job')",1
"('manually', 'executed', 'job', 'completed')",1
"('executed', 'job', 'completed', 'successfully')",1
"('source', 'file', 'issue', 'file')",1
"('file', 'issue', 'file', 'copied')",1
"('issue', 'file', 'copied', 'manually')",1
"('lock', 'issue', 'resolved', 're-run')",1
"('issue', 'issue', 'fixed', 'help')",1
"('issue', 'fixed', 'help', 'dev')",1
"('fixed', 'help', 'dev', 'team')",1
"('help', 'dev', 'team', 'warranty')",1
"('job', 'went', 'ot', 'unknown')",1
"('went', 'ot', 'unknown', 'state')",1
"('ot', 'unknown', 'state', 'due')",1
"('unknown', 'state', 'due', 'scheduler')",1
"('state', 'due', 'scheduler', 'issue')",1
"('due', 'scheduler', 'issue', 'job')",1
"('scheduler', 'issue', 'job', 'manually')",1
"('issue', 'job', 'manually', 'run')",1
"('job', 'manually', 'run', 'completed')",1
"('manually', 'run', 'completed', 'successfully')",1
"('duplicate', 'issue', 'job', 're-executed')",1
"('issue', 'job', 're-executed', 'backed')",1
"('job', 're-executed', 'backed', 'marked')",1
"('re-executed', 'backed', 'marked', 'success')",1
"('backed', 'marked', 'success', 'brj')",1
"('job', 'failed', 'due', 'room')",1
"('failed', 'due', 'room', 'tmp')",1
"('due', 'room', 'tmp', 'space')",1
"('room', 'tmp', 'space', 'reprocessed')",1
"('tmp', 'space', 'reprocessed', 'adding')",1
"('space', 'reprocessed', 'adding', 'space')",1
"('stream', 'still', 'active', 'stream')",1
"('still', 'active', 'stream', 'active')",1
"('active', 'stream', 'active', 'process')",1
"('stream', 'active', 'process', 'state')",1
"('active', 'process', 'state', 'jobs')",1
"('process', 'state', 'jobs', '99')",1
"('state', 'jobs', '99', 'update')",1
"('jobs', '99', 'update', 'process')",1
"('99', 'update', 'process', 'state')",1
"('update', 'process', 'state', '99')",1
"('process', 'state', '99', 'manually')",1
"('state', '99', 'manually', 'restarted')",1
"('99', 'manually', 'restarted', 'job')",1
"('due', 'file', 'unavailbility', 'job')",1
"('file', 'unavailbility', 'job', 'failed')",1
"('unavailbility', 'job', 'failed', 're-run')",1
"('job', 'failed', 're-run', 'correct')",1
"('failed', 're-run', 'correct', 'file')",1
"('re-run', 'correct', 'file', 'job')",1
"('correct', 'file', 'job', 'completed')",1
"('due', 'null', 'values', 'issue')",1
"('null', 'values', 'issue', 'fixed')",1
"('values', 'issue', 'fixed', 'job')",1
"('failed', 'due', 'duplicate', 'data')",1
"('self', 'lock', 'issue', 'data')",1
"('lock', 'issue', 'data', 'manullay')",1
"('issue', 'data', 'manullay', 'inserted')",1
"('got', 'failed', 'due', 'numeric')",1
"('failed', 'due', 'numeric', 'overflow')",1
"('due', 'numeric', 'overflow', 'error')",1
"('numeric', 'overflow', 'error', 'issue')",1
"('overflow', 'error', 'issue', 'fixed')",1
"('source', 'side', 'issue', 'dev')",1
"('side', 'issue', 'dev', 'team')",1
"('issue', 'dev', 'team', 'working')",1
"('dev', 'team', 'working', 'confirmed')",1
"('team', 'working', 'confirmed', 'job')",1
"('working', 'confirmed', 'job', 'success')",1
"('job', 'reerun', 'data', 'fix')",1
"('longer', 'time', 'hence', 'schedule')",1
"('time', 'hence', 'schedule', 'killed')",1
"('hence', 'schedule', 'killed', 'marked')",1
"('schedule', 'killed', 'marked', 'success')",1
"('job', 'triggered', 'brj', 'manually')",1
"('triggered', 'brj', 'manually', 'executed')",1
"('due', 'duplicate', 'value', 'issues')",1
"('duplicate', 'value', 'issues', 'issue')",1
"('source', 'extraction', 'pending', 'source')",1
"('extraction', 'pending', 'source', 'team.once')",1
"('pending', 'source', 'team.once', 'received')",1
"('source', 'team.once', 'received', 'extraction')",1
"('team.once', 'received', 'extraction', 'procedd')",1
"('received', 'extraction', 'procedd', 'batch')",1
"('extraction', 'procedd', 'batch', 'run')",1
"('tbload', 'issue', 'job', 're-started')",1
"('instance', 'still', 'active', 'issue')",1
"('still', 'active', 'issue', 'fixed')",1
"('active', 'issue', 'fixed', 'job')",1
"('job', 'cancelled', 'discussion', 'tdata')",1
"('cancelled', 'discussion', 'tdata', 'team')",1
"('issue', 'job', 'triggered', 'tods')",1
"('job', 'triggered', 'tods', 'console')",1
"('triggered', 'tods', 'console', 'manually')",1
"('source', 'file', 'issue', 'batch')",1
"('file', 'issue', 'batch', 'cancelled')",1
"('late', 'job', 'restarted', 'file')",1
"('file', 'placed', 'path', 'completed')",1
"('placed', 'path', 'completed', 'successfully')",1
"('duplicate', 'issue', 'job', 'cancelled')",1
"('issue', 'job', 'cancelled', 'today')",1
"('job', 'cancelled', 'today', ""'s"")",1
"('cancelled', 'today', ""'s"", 'run')",1
"('got', 'killed', 'due', 'dba')",1
"('killed', 'due', 'dba', 'locking')",1
"('due', 'dba', 'locking', 'issue.executed')",1
"('dba', 'locking', 'issue.executed', 'script')",1
"('locking', 'issue.executed', 'script', 'manually')",1
"('validation', 'job', 'successful', 'rerun')",1
"('closed', 'rerun', 'job', 'completed')",1
"('duplicate', 'issue', 'customer', 'file')",1
"('issue', 'customer', 'file', 'contacted')",1
"('customer', 'file', 'contacted', 'source')",1
"('failed', 'due', 'duplicate', 'entries')",1
"('due', 'duplicate', 'entries', 'source')",1
"('entries', 'source', 'file', 'source')",1
"('due', 'brj', 'environment', 'outage')",1
"('brj', 'environment', 'outage', '20:00')",1
"('environment', 'outage', '20:00', '20:55')",1
"('outage', '20:00', '20:55', 'bst')",1
"('20:00', '20:55', 'bst', 'job')",1
"('20:55', 'bst', 'job', 'restarted')",1
"('bst', 'job', 'restarted', 'services')",1
"('job', 'restarted', 'services', 'completed')",1
"('restarted', 'services', 'completed', 'successfully')",1
"('abended', 'due', 'invalid', 'character')",1
"('due', 'invalid', 'character', 'one')",1
"('invalid', 'character', 'one', 'field')",1
"('character', 'one', 'field', 'source')",1
"('one', 'field', 'source', 'file')",1
"('field', 'source', 'file', 'data')",1
"('source', 'file', 'data', 'field')",1
"('file', 'data', 'field', 'manually')",1
"('data', 'field', 'manually', 'fixed')",1
"('field', 'manually', 'fixed', 'job')",1
"('manually', 'fixed', 'job', 'restarted')",1
"('file', 'issue', 'liaisng', 'source')",1
"('issue', 'liaisng', 'source', 'team')",1
"('source', 'file', 'available', 'later')",1
"('file', 'available', 'later', 'informing')",1
"('available', 'later', 'informing', 'source')",1
"('later', 'informing', 'source', 'team')",1
"('informing', 'source', 'team', 'received')",1
"('source', 'team', 'received', 'file')",1
"('team', 'received', 'file', 'job')",1
"('received', 'file', 'job', 'completed')",1
"('wrong', 'alert', 'raised', 'incorrect')",1
"('alert', 'raised', 'incorrect', 'time')",1
"('raised', 'incorrect', 'time', 'incident')",1
"('incorrect', 'time', 'incident', 'raised')",1
"('time', 'incident', 'raised', 'ems')",1
"('incident', 'raised', 'ems', 'team')",1
"('raised', 'ems', 'team', 'address')",1
"('due', 'invalid', 'data', 'format')",1
"('invalid', 'data', 'format', 'issue')",1
"('instance', 'still', 'active', 'manually')",1
"('data', 'issue', 'duplicate', 'issue')",1
"('job', 'executing', 'correctly', 'due')",1
"('executing', 'correctly', 'due', 'td')",1
"('correctly', 'due', 'td', 'load')",1
"('due', 'td', 'load', 'progressing')",1
"('td', 'load', 'progressing', 'slowly')",1
"('source', 'crm', 'system', 'batch')",1
"('crm', 'system', 'batch', 'cancelled')",1
"('job', 'killed', 'cancelled', 'running')",1
"('killed', 'cancelled', 'running', 'longer')",1
"('cancelled', 'running', 'longer', 'time')",1
"('cancelled', 'due', 'td', 'outage')",1
"('td', 'outage', 'run', 'nextday')",1
"('outage', 'run', 'nextday', ""'s"")",1
"('run', 'nextday', ""'s"", 'batch')",1
"('job', 'failed', 'duplicate', 'issue')",1
"('failed', 'duplicate', 'issue', 'got')",1
"('duplicate', 'issue', 'got', 'executed')",1
"('issue', 'got', 'executed', 'successfull')",1
"('got', 'executed', 'successfull', 'removing')",1
"('executed', 'successfull', 'removing', 'duplicates')",1
"('successfull', 'removing', 'duplicates', 'source')",1
"('per', 'business', 'user', ""'s"")",1
"('business', 'user', ""'s"", 'request')",1
"('user', ""'s"", 'request', 'schedule')",1
"(""'s"", 'request', 'schedule', 'placed')",1
"('request', 'schedule', 'placed', 'hold')",1
"('job', 'cancelled', '3', 'days')",1
"('cancelled', '3', 'days', 'causing')",1
"('3', 'days', 'causing', 'spool')",1
"('days', 'causing', 'spool', 'space')",1
"('causing', 'spool', 'space', 'issue')",1
"('spool', 'space', 'issue', 'process')",1
"('space', 'issue', 'process', 'carried')",1
"('issue', 'process', 'carried', 'manually')",1
"('process', 'carried', 'manually', 'batch')",1
"('carried', 'manually', 'batch', 'executing')",1
"('manually', 'batch', 'executing', 'today')",1
"('batch', 'executing', 'today', 'per')",1
"('executing', 'today', 'per', 'schedule')",1
"('today', 'per', 'schedule', 'time')",1
"('schedule', 'kept', 'hold', 'due')",1
"('kept', 'hold', 'due', 'huge')",1
"('hold', 'due', 'huge', 'volume')",1
"('due', 'huge', 'volume', 'data')",1
"('huge', 'volume', 'data', 'job')",1
"('volume', 'data', 'job', 'taking')",1
"('data', 'job', 'taking', 'time')",1
"('job', ""n't"", 'ran', 'past')",1
"(""n't"", 'ran', 'past', 'three')",1
"('ran', 'past', 'three', 'days')",1
"('past', 'three', 'days', 'job')",1
"('three', 'days', 'job', 'cancelled')",1
"('days', 'job', 'cancelled', 'day')",1
"('job', 'cancelled', 'day', 'due')",1
"('cancelled', 'day', 'due', 'batch')",1
"('day', 'due', 'batch', 'delay')",1
"('invalid', 'date', 'issue', 'got')",1
"('date', 'issue', 'got', 'fixed')",1
"('issue', 'got', 'fixed', 'job')",1
"('got', 'fixed', 'job', 're-started')",1
"('issue', 'job', 'trigger', 'job')",1
"('job', 'trigger', 'job', 'spool')",1
"('trigger', 'job', 'spool', 'space')",1
"('job', 'spool', 'space', 'issue')",1
"('spool', 'space', 'issue', 'resolved')",1
"('running', 'long', 'time', 'hence')",1
"('long', 'time', 'hence', 'job')",1
"('duplicates', 'satging', 'date', 'deleted')",1
"('satging', 'date', 'deleted', 'job')",1
"('date', 'deleted', 'job', 're-run')",1
"('deleted', 'job', 're-run', 'successfully')",1
"('schedule', 'released', 'every', 'week')",1
"('released', 'every', 'week', 'order')",1
"('every', 'week', 'order', 'avoid')",1
"('week', 'order', 'avoid', 'backlogs')",1
"('order', 'avoid', 'backlogs', 'brite')",1
"('due', 'lock', 'issue', 'on-rerunning')",1
"('lock', 'issue', 'on-rerunning', 'job')",1
"('need', 'liaise', 'td', 'team')",1
"('liaise', 'td', 'team', 'issue')",1
"('wrongly', 'triggered', 'failed', 'cancelled')",1
"('triggered', 'failed', 'cancelled', 'job')",1
"('failed', 'cancelled', 'job', 'day')",1
"('cancelled', 'job', 'day', ""'s"")",1
"('job', 'day', ""'s"", 'run')",1
"('due', 'issue', 'source', 'side')",1
"('issue', 'source', 'side', 'kept')",1
"('source', 'side', 'kept', 'sml')",1
"('side', 'kept', 'sml', 'batch')",1
"('kept', 'sml', 'batch', 'hold')",1
"('sml', 'batch', 'hold', 'continue')",1
"('batch', 'hold', 'continue', 'load')",1
"('hold', 'continue', 'load', 'today')",1
"('failed', 'due', 'tods', 'connection')",1
"('tods', 'connection', 'issue', 're-run')",1
"('job', 'processing', 'slow', 'due')",1
"('processing', 'slow', 'due', 'huge')",1
"('slow', 'due', 'huge', 'volume')",1
"('due', 'huge', 'volume', 'loaded')",1
"('huge', 'volume', 'loaded', 'manually')",1
"('data', 'issue', '--', 'count')",1
"('issue', '--', 'count', 'validation')",1
"('--', 'count', 'validation', 'failed')",1
"('td', 'login', 'time', 'error')",1
"('login', 'time', 'error', 'job')",1
"('time', 'error', 'job', 'completed')",1
"('error', 'job', 'completed', 'successfully')",1
"('job', 'hanged', 'particular', 'step')",1
"('hanged', 'particular', 'step', 'hence')",1
"('particular', 'step', 'hence', 'killed')",1
"('step', 'hence', 'killed', 'restarted')",1
"('job', 'processed', 'backend', 'hence')",1
"('processed', 'backend', 'hence', 'kept')",1
"('backend', 'hence', 'kept', 'hold')",1
"('file', 'unavailability', 'job', 'successful')",1
"('unavailability', 'job', 'successful', 'file')",1
"('job', 'successful', 'file', 'available')",1
