N-gram,Frequency
"('cpmp', 'leted', 're-run')",1
"('tods', 'issue', 'issue')",1
"('got', 'hanged', 'hence')",1
"('hanged', 'hence', 'job')",1
"('source', 'team', 'rerun')",1
"('team', 'rerun', 'updated')",1
"('rerun', 'updated', 'file')",1
"('updated', 'file', 'available')",1
"('failed', 'due', 'communication')",1
"('due', 'communication', 'error')",1
"('communication', 'error', 'error')",1
"('error', 'error', 'fixed')",1
"('error', 'fixed', 'job')",1
"('due', 'invalid', 'timestam.the')",1
"('invalid', 'timestam.the', 'correct')",1
"('timestam.the', 'correct', 'time')",1
"('correct', 'time', 'stamp')",1
"('time', 'stamp', 'updated')",1
"('stamp', 'updated', 're-ran')",1
"('updated', 're-ran', 'job.the')",1
"('re-ran', 'job.the', 'job')",1
"('released', 'issue', 'fixed')",1
"('job', 'executed', 'job')",1
"('executed', 'job', 'scripts')",1
"('due', 'tdata', 'upgrade')",1
"('tdata', 'upgrade', '.the')",1
"('upgrade', '.the', 'job')",1
"('.the', 'job', 'executed')",1
"('job', 'executed', 'succesfully')",1
"('executed', 'succesfully', 'resolving')",1
"('succesfully', 'resolving', 'issue')",1
"('issue', 'file.source', 'team')",1
"('file.source', 'team', 'corrected')",1
"('team', 'corrected', 'sent')",1
"('self', 'lock.completed', 're-run')",1
"('failed', 'event', 'created')",1
"('event', 'created', 'adhoc')",1
"('created', 'adhoc', 'job')",1
"('adhoc', 'job', 'got')",1
"('lock', 'occured', 'running')",1
"('occured', 'running', 'script')",1
"('running', 'script', 'job')",1
"('script', 'job', 'completed')",1
"('file', 'available', 'manually')",1
"('manually', 'moved', 'files')",1
"('moved', 'files', 'received')",1
"('files', 'received', 'confirmed')",1
"('received', 'confirmed', 'job')",1
"('slef', 'lock', 'script')",1
"('issue', 'released', 'ran')",1
"('released', 'ran', 'successfully')",1
"('restarted', 'completed', 'successfullly')",1
"('failed', 'due', 'get')",1
"('due', 'get', 'file')",1
"('get', 'file', 'attribute')",1
"('file', 'attribute', 'issue')",1
"('edw', 'stream', 'start')",1
"('stream', 'start', 'job')",1
"('start', 'job', 'manually')",1
"('job', 'manually', 'executed')",1
"('job', 'killed', 'running')",1
"('killed', 'running', 'long')",1
"('file', 'issue', 'duplicates')",1
"('issue', 'duplicates', 'available')",1
"('duplicates', 'available', 'file')",1
"('available', 'file', 'contacted')",1
"('source', 'team', 'raising')",1
"('team', 'raising', 'incident')",1
"('raising', 'incident', 'source')",1
"('incident', 'source', 'team')",1
"('available', 'rerun', 'success')",1
"('rerun', 'success', 'received')",1
"('success', 'received', 'updated')",1
"('re-run', 'successful', 'back')",1
"('successful', 'back', 'end')",1
"('lock', 'issue', 'got')",1
"('issue', 'got', 'successful')",1
"('error', 'job', 'failed')",1
"('job', 'killed', 'reran')",1
"('killed', 'reran', 'next')",1
"('reran', 'next', 'schedule')",1
"('faield', 'due', 'duplicate')",1
"('job', 'completed', 'successully')",1
"('updated', 'invalid', 'date')",1
"('invalid', 'date', 'values')",1
"('date', 'values', 'run')",1
"('values', 'run', 'success')",1
"('source', 'file', 'issue.job')",1
"('file', 'issue.job', 'completed')",1
"('issue.job', 'completed', 'successfully')",1
"('completed', 'successfully', 'receving')",1
"('successfully', 'receving', 'source')",1
"('receving', 'source', 'file')",1
"('batch', 'id', 'null')",1
"('id', 'null', 'completed')",1
"('null', 'completed', 'changing')",1
"('completed', 'changing', 'batch')",1
"('changing', 'batch', 'id')",1
"('due', 'null', 'values.the')",1
"('null', 'values.the', 'invalid')",1
"('values.the', 'invalid', 'record')",1
"('invalid', 'record', 'deleted')",1
"('record', 'deleted', 're-executed')",1
"('deleted', 're-executed', 'job.the')",1
"('re-executed', 'job.the', 'job')",1
"('job', 'completed', 'completed')",1
"('releasing', 'tbload', 'job')",1
"('job', 'held', 'since')",1
"('held', 'since', 'backlogs')",1
"('since', 'backlogs', 'due')",1
"('backlogs', 'due', 'source')",1
"('source', 'file', 'issues')",1
"('due', 'brj', 'enviroment')",1
"('brj', 'enviroment', 'issue')",1
"('enviroment', 'issue', 'closing')",1
"('closing', 'incident', 'brj')",1
"('incident', 'brj', 'issue')",1
"('got', 'hanged', 'middle')",1
"('hanged', 'middle', 'cancelling')",1
"('middle', 'cancelling', 'batch')",1
"('job', 're-excecuted', 'completed')",1
"('re-excecuted', 'completed', 'successfully')",1
"('job', 'restarted', 'completed.succesfully')",1
"('name', 'pipe', 'issue')",1
"('fixed', 'job', 're-ran')",1
"('source', 'file', 'deleted')",1
"('file', 'deleted', 'records')",1
"('run', 'successfully', 'rerun')",1
"('job', 'handled', 'backend')",1
"('killed', 'job', 'due')",1
"('job', 'due', 'log')",1
"('due', 'log', 'running')",1
"('source', 'file', 'processing')",1
"('file', 'processing', 'thus')",1
"('processing', 'thus', 'schedule')",1
"('thus', 'schedule', 'hold')",1
"('schedule', 'hold', 'releasing')",1
"('hold', 'releasing', 'schedule')",1
"('releasing', 'schedule', 'based')",1
"('schedule', 'based', 'file')",1
"('based', 'file', 'availability')",1
"('due', 'source', 'extraction')",1
"('source', 'extraction', 'issue')",1
"('issue', 'hence', 'batch')",1
"('rerun', 'success', 'receiving')",1
"('success', 'receiving', 'updated')",1
"('abended', 'source', 'database')",1
"('source', 'database', 'conneection')",1
"('database', 'conneection', 'lost')",1
"('conneection', 'lost', 'batch')",1
"('lost', 'batch', 'cancelled')",1
"('job', 'successfully', 'executed')",1
"('successfully', 'executed', 're-run')",1
"('file', 'available', 'source')",1
"('source', 'path', 'extraction')",1
"('path', 'extraction', 'requested')",1
"('extraction', 'requested', 'source')",1
"('falied', 'due', 'communication')",1
"('due', 'communication', 'link')",1
"('communication', 'link', 'failure')",1
"('link', 'failure', 'issue')",1
"('source', 'team', 'looking')",1
"('team', 'looking', 'root')",1
"('looking', 'root', 'issue')",1
"('job', 'triggered', 'wrongly')",1
"('late', 'assignement', 'queue')",1
"('assignement', 'queue', 'rerun')",1
"('queue', 'rerun', 'job')",1
"('monthly', 'schedule', 'release')",1
"('schedule', 'release', 'schedule')",1
"('release', 'schedule', 'whenever')",1
"('schedule', 'whenever', 'needed')",1
"('job', 'completed', 'data')",1
"('got', 'hanged', 'job')",1
"('hanged', 'job', 'aborted')",1
"('aborted', 'cancelled', 'day')",1
"('blocking', 'etq', 'jobs')",1
"('etq', 'jobs', 'killed')",1
"('jobs', 'killed', 'job')",1
"('killed', 'job', 'collect')",1
"('job', 'collect', 'stats')",1
"('collect', 'stats', 'executed')",1
"('stats', 'executed', 'collect')",1
"('process', 'state', 'one')",1
"('state', 'one', 'job')",1
"('one', 'job', 'batch')",1
"('job', 'batch', 'closed')",1
"('batch', 'closed', 'correctly')",1
"('closed', 'correctly', 'due')",1
"('correctly', 'due', 'stream')",1
"('due', 'stream', 'active')",1
"('stream', 'active', 'manually')",1
"('manually', 'closed', 'process')",1
"('closed', 'process', 'restarted')",1
"('process', 'restarted', 'job')",1
"('failed', 'move', 'file')",1
"('move', 'file', 'archieve')",1
"('file', 'archieve', 'area')",1
"('archieve', 'area', 'manually')",1
"('area', 'manually', 'moved')",1
"('manually', 'moved', 'file')",1
"('completed', 'job', 'script')",1
"('data', 'load', 'chnage')",1
"('released', 'tbload', 'manually')",1
"('tbload', 'manually', 'triggered')",1
"('manually', 'triggered', 'job')",1
"('triggered', 'job', 'successful')",1
"('job', 'runnng', 'long')",1
"('runnng', 'long', 'time')",1
"('long', 'time', 'thus')",1
"('time', 'thus', 'killed')",1
"('thus', 'killed', 'job')",1
"('killed', 'job', 'confirmed')",1
"('job', 'confirmed', 'job')",1
"('format', 'issue', 'job')",1
"('job', 'failed', 'corrected')",1
"('failed', 'corrected', 'data')",1
"('corrected', 'data', 'format')",1
"('format', 'job', 'completed')",1
"('longer', 'time', 'usual')",1
"('time', 'usual', 'job')",1
"('usual', 'job', 'killed')",1
"('removed', 'job', 'completed')",1
"('timed', 'error', 'moved')",1
"('error', 'moved', 'row')",1
"('re-run', 'removing', 'space')",1
"('removing', 'space', 'substitution')",1
"('space', 'substitution', 'parameter')",1
"('got', 'hanged', 'killed')",1
"('hanged', 'killed', 'middle')",1
"('killed', 'middle', 'job')",1
"('middle', 'job', 'successfully')",1
"('job', 'successfully', 're-processed')",1
"('killed', 'job', 'running')",1
"('tbload', 'moved', 'row')",1
"('job', 'aborted', 'marked')",1
"('aborted', 'marked', 'success')",1
"('issue', 'resolved', 'rerunning')",1
"('resolved', 'rerunning', 'job')",1
"('due', 'invalid', 'format')",1
"('invalid', 'format', 'issue')",1
"('available', 'rerun', 'job')",1
"('re-executed', 'job', 'completd')",1
"('job', 'completd', 'successfully')",1
"('due', 'data', 'connectivity')",1
"('data', 'connectivity', 'issue')",1
"('job', 'successful', 're-executing')",1
"('job', 'held', 'manually')",1
"('held', 'manually', 'managing')",1
"('manually', 'managing', 'incident')",1
"('managing', 'incident', 'raised')",1
"('incident', 'raised', 'issue')",1
"('raised', 'issue', 'hence')",1
"('issue', 'hence', 'closing')",1
"('hence', 'closing', 'ticket')",1
"('closing', 'ticket', 'raised')",1
"('duplicates', 'found', 'delted')",1
"('found', 'delted', 'duplicates')",1
"('schedule', 'released', 'monday')",1
"('released', 'monday', 'since')",1
"('monday', 'since', 'weekly')",1
"('since', 'weekly', 'schedule')",1
"('successfully', 'received', 'correct')",1
"('received', 'correct', 'file')",1
"('job', 'killed', 'previous')",1
"('killed', 'previous', 'step')",1
"('previous', 'step', 'completed')",1
"('step', 'completed', 'restarted')",1
"('completed', 'restarted', 'completed')",1
"('file', 'issue', 'successful')",1
"('issue', 'liaising', 'dev/source')",1
"('liaising', 'dev/source', 'team')",1
"('login', 'time', 'oout')",1
"('time', 'oout', 'error')",1
"('oout', 'error', 'job')",1
"('error', 'job', 'got')",1
"('job', 'got', 'failed.tods')",1
"('got', 'failed.tods', 'login')",1
"('failed.tods', 'login', 'timeout')",1
"('login', 'timeout', 'erro')",1
"('timeout', 'erro', 'aaraise')",1
"('erro', 'aaraise', 'wehave')",1
"('aaraise', 'wehave', 'huge')",1
"('wehave', 'huge', 'volume')",1
"('huge', 'volume', 'record')",1
"('volume', 'record', 'db')",1
"('record', 'db', 'side.so')",1
"('db', 'side.so', 'executed')",1
"('side.so', 'executed', 'script')",1
"('executed', 'script', 'load')",1
"('script', 'load', 'table')",1
"('load', 'table', 'manually')",1
"('db', 'lockout', 'issue')",1
"('lockout', 'issue', 'reesolved')",1
"('issue', 'reesolved', 'run')",1
"('batch', 'cancelled', 'scope')",1
"('connectivity', 'issue', 'cancelled')",1
"('issue', 'cancelled', 'day')",1
"('issue', 'job', 're-ran')",1
"('re-ran', 'successfully', 'correcting')",1
"('successfully', 'correcting', 'data')",1
"('updated', 'manually', 'restarted')",1
"('issue', 'liasing', 'withsource')",1
"('liasing', 'withsource', 'team')",1
"('side', 'issue', 'process')",1
"('issue', 'process', 'failed')",1
"('process', 'failed', 'due')",1
"('update', 'batch', 're-run')",1
"('batch', 're-run', 'completed')",1
"('data', 'issue', 'source')",1
"('issue', 'source', 'issue')",1
"('source', 'issue', 'fixed')",1
"('updated', 'manually', 'executed')",1
"('executed', 'job', 'completed')",1
"('issue', 'file', 'copied')",1
"('file', 'copied', 'manually')",1
"('issue', 'fixed', 'help')",1
"('fixed', 'help', 'dev')",1
"('help', 'dev', 'team')",1
"('job', 'went', 'ot')",1
"('went', 'ot', 'unknown')",1
"('ot', 'unknown', 'state')",1
"('unknown', 'state', 'due')",1
"('state', 'due', 'scheduler')",1
"('due', 'scheduler', 'issue')",1
"('issue', 'job', 'manually')",1
"('job', 'manually', 'run')",1
"('manually', 'run', 'completed')",1
"('run', 'completed', 'successfully')",1
"('job', 're-executed', 'backed')",1
"('re-executed', 'backed', 'marked')",1
"('backed', 'marked', 'success')",1
"('marked', 'success', 'brj')",1
"('failed', 'due', 'room')",1
"('due', 'room', 'tmp')",1
"('room', 'tmp', 'space')",1
"('tmp', 'space', 'reprocessed')",1
"('space', 'reprocessed', 'adding')",1
"('active', 'stream', 'active')",1
"('stream', 'active', 'process')",1
"('process', 'state', 'jobs')",1
"('state', 'jobs', '99')",1
"('jobs', '99', 'update')",1
"('99', 'update', 'process')",1
"('update', 'process', 'state')",1
"('process', 'state', '99')",1
"('state', '99', 'manually')",1
"('99', 'manually', 'restarted')",1
"('file', 'unavailbility', 'job')",1
"('unavailbility', 'job', 'failed')",1
"('failed', 're-run', 'correct')",1
"('re-run', 'correct', 'file')",1
"('correct', 'file', 'job')",1
"('null', 'values', 'issue')",1
"('values', 'issue', 'fixed')",1
"('lock', 'issue', 'data')",1
"('issue', 'data', 'manullay')",1
"('data', 'manullay', 'inserted')",1
"('failed', 'due', 'numeric')",1
"('due', 'numeric', 'overflow')",1
"('numeric', 'overflow', 'error')",1
"('overflow', 'error', 'issue')",1
"('side', 'issue', 'dev')",1
"('issue', 'dev', 'team')",1
"('dev', 'team', 'working')",1
"('team', 'working', 'confirmed')",1
"('working', 'confirmed', 'job')",1
"('job', 'reerun', 'data')",1
"('reerun', 'data', 'fix')",1
"('time', 'hence', 'schedule')",1
"('hence', 'schedule', 'killed')",1
"('schedule', 'killed', 'marked')",1
"('job', 'triggered', 'brj')",1
"('duplicate', 'value', 'issues')",1
"('source', 'extraction', 'pending')",1
"('extraction', 'pending', 'source')",1
"('pending', 'source', 'team.once')",1
"('source', 'team.once', 'received')",1
"('team.once', 'received', 'extraction')",1
"('received', 'extraction', 'procedd')",1
"('extraction', 'procedd', 'batch')",1
"('procedd', 'batch', 'run')",1
"('still', 'active', 'issue')",1
"('active', 'issue', 'fixed')",1
"('job', 'cancelled', 'discussion')",1
"('cancelled', 'discussion', 'tdata')",1
"('discussion', 'tdata', 'team')",1
"('job', 'triggered', 'tods')",1
"('triggered', 'tods', 'console')",1
"('tods', 'console', 'manually')",1
"('file', 'issue', 'batch')",1
"('placed', 'path', 'completed')",1
"('path', 'completed', 'successfully')",1
"('job', 'cancelled', 'today')",1
"('cancelled', 'today', ""'s"")",1
"('today', ""'s"", 'run')",1
"('killed', 'due', 'dba')",1
"('due', 'dba', 'locking')",1
"('dba', 'locking', 'issue.executed')",1
"('locking', 'issue.executed', 'script')",1
"('issue.executed', 'script', 'manually')",1
"('duplicate', 'issue', 'customer')",1
"('issue', 'customer', 'file')",1
"('customer', 'file', 'contacted')",1
"('due', 'duplicate', 'entries')",1
"('timed-out', 'job', 're-run')",1
"('brj', 'environment', 'outage')",1
"('environment', 'outage', '20:00')",1
"('outage', '20:00', '20:55')",1
"('20:00', '20:55', 'bst')",1
"('20:55', 'bst', 'job')",1
"('bst', 'job', 'restarted')",1
"('job', 'restarted', 'services')",1
"('restarted', 'services', 'completed')",1
"('services', 'completed', 'successfully')",1
"('due', 'invalid', 'character')",1
"('invalid', 'character', 'one')",1
"('character', 'one', 'field')",1
"('one', 'field', 'source')",1
"('field', 'source', 'file')",1
"('source', 'file', 'data')",1
"('file', 'data', 'field')",1
"('data', 'field', 'manually')",1
"('field', 'manually', 'fixed')",1
"('manually', 'fixed', 'job')",1
"('file', 'issue', 'liaisng')",1
"('issue', 'liaisng', 'source')",1
"('liaisng', 'source', 'team')",1
"('file', 'available', 'later')",1
"('available', 'later', 'informing')",1
"('later', 'informing', 'source')",1
"('informing', 'source', 'team')",1
"('source', 'team', 'received')",1
"('team', 'received', 'file')",1
"('received', 'file', 'job')",1
"('wrong', 'alert', 'raised')",1
"('alert', 'raised', 'incorrect')",1
"('raised', 'incorrect', 'time')",1
"('incorrect', 'time', 'incident')",1
"('time', 'incident', 'raised')",1
"('incident', 'raised', 'ems')",1
"('raised', 'ems', 'team')",1
"('ems', 'team', 'address')",1
"('data', 'issue', 'duplicate')",1
"('issue', 'duplicate', 'issue')",1
"('job', 'executing', 'correctly')",1
"('executing', 'correctly', 'due')",1
"('correctly', 'due', 'td')",1
"('td', 'load', 'progressing')",1
"('load', 'progressing', 'slowly')",1
"('deadline', 'wrongly', 'triggered')",1
"('source', 'crm', 'system')",1
"('crm', 'system', 'batch')",1
"('system', 'batch', 'cancelled')",1
"('killed', 'cancelled', 'running')",1
"('cancelled', 'running', 'longer')",1
"('cancelled', 'due', 'td')",1
"('outage', 'run', 'nextday')",1
"('run', 'nextday', ""'s"")",1
"('nextday', ""'s"", 'batch')",1
"('job', 'failed', 'duplicate')",1
"('failed', 'duplicate', 'issue')",1
"('got', 'executed', 'successfull')",1
"('executed', 'successfull', 'removing')",1
"('successfull', 'removing', 'duplicates')",1
"('per', 'business', 'user')",1
"('business', 'user', ""'s"")",1
"('user', ""'s"", 'request')",1
"(""'s"", 'request', 'schedule')",1
"('request', 'schedule', 'placed')",1
"('schedule', 'placed', 'hold')",1
"('liainsing', 'td/tods', 'team')",1
"('job', 'cancelled', '3')",1
"('cancelled', '3', 'days')",1
"('3', 'days', 'causing')",1
"('days', 'causing', 'spool')",1
"('causing', 'spool', 'space')",1
"('space', 'issue', 'process')",1
"('issue', 'process', 'carried')",1
"('process', 'carried', 'manually')",1
"('carried', 'manually', 'batch')",1
"('manually', 'batch', 'executing')",1
"('batch', 'executing', 'today')",1
"('executing', 'today', 'per')",1
"('today', 'per', 'schedule')",1
"('per', 'schedule', 'time')",1
"('schedule', 'kept', 'hold')",1
"('hold', 'due', 'huge')",1
"('huge', 'volume', 'data')",1
"('volume', 'data', 'job')",1
"('data', 'job', 'taking')",1
"('job', 'taking', 'time')",1
"('job', ""n't"", 'ran')",1
"(""n't"", 'ran', 'past')",1
"('ran', 'past', 'three')",1
"('three', 'days', 'job')",1
"('days', 'job', 'cancelled')",1
"('cancelled', 'day', 'due')",1
"('day', 'due', 'batch')",1
"('due', 'batch', 'delay')",1
"('date', 'issue', 'got')",1
"('issue', 'got', 'fixed')",1
"('got', 'fixed', 'job')",1
"('issue', 'job', 'trigger')",1
"('job', 'trigger', 'job')",1
"('trigger', 'job', 'spool')",1
"('job', 'spool', 'space')",1
"('space', 'issue', 'resolved')",1
"('long', 'time', 'hence')",1
"('job', 'rerun', 'datafix')",1
"('duplicates', 'satging', 'date')",1
"('satging', 'date', 'deleted')",1
"('date', 'deleted', 'job')",1
"('deleted', 'job', 're-run')",1
"('schedule', 'released', 'every')",1
"('released', 'every', 'week')",1
"('every', 'week', 'order')",1
"('week', 'order', 'avoid')",1
"('order', 'avoid', 'backlogs')",1
"('avoid', 'backlogs', 'brite')",1
"('lock', 'issue', 'on-rerunning')",1
"('need', 'liaise', 'td')",1
"('liaise', 'td', 'team')",1
"('td', 'team', 'issue')",1
"('wrongly', 'triggered', 'failed')",1
"('triggered', 'failed', 'cancelled')",1
"('failed', 'cancelled', 'job')",1
"('cancelled', 'job', 'day')",1
"('job', 'day', ""'s"")",1
"('source', 'side', 'kept')",1
"('side', 'kept', 'sml')",1
"('kept', 'sml', 'batch')",1
"('sml', 'batch', 'hold')",1
"('batch', 'hold', 'continue')",1
"('hold', 'continue', 'load')",1
"('continue', 'load', 'today')",1
"('job', 'processing', 'slow')",1
"('processing', 'slow', 'due')",1
"('slow', 'due', 'huge')",1
"('huge', 'volume', 'loaded')",1
"('volume', 'loaded', 'manually')",1
"('issue', '--', 'count')",1
"('--', 'count', 'validation')",1
"('td', 'login', 'time')",1
"('job', 'hanged', 'particular')",1
"('hanged', 'particular', 'step')",1
"('particular', 'step', 'hence')",1
"('step', 'hence', 'killed')",1
"('hence', 'killed', 'restarted')",1
"('job', 'processed', 'backend')",1
"('processed', 'backend', 'hence')",1
"('backend', 'hence', 'kept')",1
"('hence', 'kept', 'hold')",1
"('unavailability', 'job', 'successful')",1
"('job', 'successful', 'file')",1
"('successful', 'file', 'available')",1
"('duplicate', 'records', 'issue')",1
"('records', 'issue', 'data')",1
"('issue', 'data', 'cleansed')",1
"('data', 'cleansed', 'job')",1
"('cleansed', 'job', 're-ran')",1
"('unavailability', 'issue', 'fixe')",1
"('liaising', 'dev', 'source')",1
"('dev', 'source', 'team')",1
"('validation', 'job', 'got')",1
"('hub', 'issue', 'job')",1
"('successfully', 'source', 'team')",1
"('source', 'team', 'fixed')",1
"('team', 'fixed', 'issue')",1
"('previous', 'batch', 'completed')",1
"('batch', 'completed', 'due')",1
"('completed', 'due', 'job')",1
"('due', 'job', 'failed')",1
"('schedule', 'held', '3days')",1
"('held', '3days', 'received')",1
"('3days', 'received', 'deadline')",1
"('job', 'restarted', 'correct')",1
"('restarted', 'correct', 'source')",1
"('correct', 'source', 'file')",1
"('liaising', 'td/tods', 'team')",1
"('job', 'reprocessed', 'server')",1
"('reprocessed', 'server', 'reboot')",1
"('due', 'crm', 'system')",1
"('crm', 'system', 'job')",1
"('system', 'job', 'got')",1
"('got', 'failed', 'batch')",1
"('failed', 'batch', 'cancelled')",1
"('unavailbility', 'issue', 'fixed')",1
"('got', 'failed', 'count')",1
"('failed', 'count', 'validation')",1
"('count', 'validation', 'executed')",1
"('validation', 'executed', 'successfully')",1
"('liaising', 'source', 'dev')",1
"('source', 'dev', 'team')",1
"('space', 'issue', 'currently')",1
"('issue', 'currently', 'investigating')",1
"('currently', 'investigating', 'issue')",1
"('brj', 'unlink', 'issue')",1
"('jobfailed', 'collect', 'stats')",1
"('collect', 'stats', 'procedure')",1
"('stats', 'procedure', 'procedure')",1
"('procedure', 'procedure', 'executed')",1
"('procedure', 'executed', 'mannaully')",1
"('executed', 'mannaully', 'back')",1
"('mannaully', 'back', 'end')",1
"('back', 'end', 'job')",1
"('end', 'job', 'marked')",1
"('job', 'killed', 'teh')",1
"('killed', 'teh', 'parsing')",1
"('teh', 'parsing', 'carried')",1
"('parsing', 'carried', 'manually')",1
"('due', 'invalid', 'column')",1
"('invalid', 'column', 'issue')",1
"('column', 'issue', 'fixed')",1
"('fixed', 'job', 'restarte')",1
"('job', 'restarte', 'completed')",1
"('restarte', 'completed', 'successfully')",1
"('files', 'available', 'jobs')",1
"('available', 'jobs', 'executed')",1
"('jobs', 'executed', 'source')",1
"('executed', 'source', 'file')",1
"('file', 'arrived', 'completed')",1
"('arrived', 'completed', 'successfully')",1
"('tdata', 'login', 'time')",1
"('time', 'job', 're-ran')",1
"('restarted', 'completed', 'succesfully')",1
"('incident', 'wrongly', 'triggered')",1
"('wrongly', 'triggered', 'already')",1
"('triggered', 'already', 'placed')",1
"('already', 'placed', 'schedule')",1
"('placed', 'schedule', 'request')",1
"('released', 'tbload', 're-run')",1
"('tbload', 're-run', 'job')",1
"('job', 'completed', 'successfuly')",1
"('completed', 'successfuly', 're-run')",1
"('wrongly', 'triggered', 'completed')",1
"('triggered', 'completed', 'previous')",1
"('completed', 'previous', 'batch')",1
"('previous', 'batch', 'job')",1
"('batch', 'job', 'completed')",1
"('td', 'load', 'batch')",1
"('load', 'batch', 'progressing')",1
"('batch', 'progressing', 'slowly')",1
"('progressing', 'slowly', 'issues')",1
"('slowly', 'issues', 'batch')",1
"('job', 'delayed', 'due')",1
"('late', 'completion', 'cm')",1
"('completion', 'cm', 'jobs')",1
"('data', 'fix', 'issue')",1
"('fix', 'issue', 'script')",1
"('issue', 'script', 'deployment')",1
"('adding', 'space', 'help')",1
"('space', 'help', 'dba')",1
"('source', 'system', 'connectivity')",1
"('system', 'connectivity', 'issue.killed')",1
"('connectivity', 'issue.killed', 'job')",1
"('issue.killed', 'job', 're-run')",1
"('job', 're-run', 'job')",1
"('job', 'started', 'late')",1
"('started', 'late', 'delay')",1
"('late', 'delay', 'completion')",1
"('delay', 'completion', 'customer')",1
"('customer', 'matching', 'job')",1
"('matching', 'job', 'started')",1
"('job', 'started', 'completion')",1
"('started', 'completion', 'customer')",1
"('customer', 'matching', 'got')",1
"('matching', 'got', 'completed')",1
"('updating', 'audit', 'table')",1
"('audit', 'table', 'manually')",1
"('table', 'manually', 'ran')",1
"('manually', 'ran', 'query')",1
"('ran', 'query', 'tdata')",1
"('adding', 'space', 'temp')",1
"('space', 'temp', 'db')",1
"('due', 'data', 'availability')",1
"('data', 'availability', 'source')",1
"('availability', 'source', 'job')",1
"('source', 'job', 'failed')",1
"('job', 'failed', 'liasing')",1
"('failed', 'liasing', 'source')",1
"('duplicate', 'issue', 'rerun')",1
"('issue', 'rerun', 'data')",1
"('due', 'event', 'file')",1
"('event', 'file', 'unavailability')",1
"('unavailability', 'job', 'failed')",1
"('batch', 'kept', 'hold')",1
"('kept', 'hold', 'since')",1
"('hold', 'since', 'data')",1
"('since', 'data', 'received')",1
"('received', 'source', 'past')",1
"('source', 'past', 'three')",1
"('carry', 'housekeeping', 'process')",1
"('housekeeping', 'process', 'help')",1
"('process', 'help', 'admin')",1
"('abended', 'due', '0kb')",1
"('due', '0kb', 'file')",1
"('0kb', 'file', 'source')",1
"('file', 'source', 'side')",1
"('side', 'issue', 'requested')",1
"('issue', 'requested', 'source')",1
"('source', 'team', 'reprocess')",1
"('team', 'reprocess', 'file')",1
"('reprocess', 'file', 'processed')",1
"('file', 'processed', 'placed')",1
"('processed', 'placed', 'path')",1
"('time', 'error', 'jot')",1
"('error', 'jot', 'got')",1
"('jot', 'got', 'failed.so')",1
"('got', 'failed.so', 'executed')",1
"('failed.so', 'executed', 'script')",1
"('script', 'manually', 'sql')",1
"('manually', 'sql', 'server')",1
"('job', 'abended', 'wapph005p01')",1
"('abended', 'wapph005p01', 'server')",1
"('wapph005p01', 'server', 'accessible')",1
"('server', 'accessible', 'manually')",1
"('accessible', 'manually', 'restarted')",1
"('restarted', 'job', 'another')",1
"('job', 'another', 'instance')",1
"('got', 'completed', 'rerun')",1
"('restarted', 'completed', 'succefully')",1
"('source', 'files', 'present')",1
"('files', 'present', 'job')",1
"('present', 'job', 'marked')",1
"('job', 'failed', 'collecting')",1
"('failed', 'collecting', 'stats')",1
"('collecting', 'stats', 'manually')",1
"('manually', 'executed', 'collect')",1
"('abended', 'due', 'fast')",1
"('due', 'fast', 'load')",1
"('fast', 'load', 'error')",1
"('load', 'error', 'job')",1
"('job', 'restarted', 'tbload')",1
"('restarted', 'tbload', 'released')",1
"('tbload', 'released', 'completed')",1
"('previous', 'process', 'closed')",1
"('issue', '--', 'duplicates')",1
"('--', 'duplicates', 'customer')",1
"('target', 'table', 'available')",1
"('table', 'available', 're-created')",1
"('available', 're-created', 'table')",1
"('re-created', 'table', 're-run')",1
"('table', 're-run', 'successful')",1
"('liaising', 'td', 'dba')",1
"('files', 'copied', 'manaully')",1
"('named', 'pipe', 'issue')",1
"('due', 'invalid', 'time')",1
"('invalid', 'time', 'stamp.we')",1
"('time', 'stamp.we', 're-executed')",1
"('stamp.we', 're-executed', 'job')",1
"('re-executed', 'job', 'removing')",1
"('job', 'removing', 'effected')",1
"('removing', 'effected', 'file')",1
"('effected', 'file', 'completed')",1
"('stats', 'manually', 'ran')",1
"('manually', 'ran', 'collect')",1
"('ran', 'collect', 'stats')",1
"('back', 'end', 'tdata')",1
"('job', 'kept', 'held')",1
"('kept', 'held', 'jobs')",1
"('held', 'jobs', 'taking')",1
"('jobs', 'taking', 'time')",1
"('taking', 'time', 'started')",1
"('time', 'started', 'completed')",1
"('started', 'completed', 'backend')",1
"('source', 'data', 'issue')",1
"('data', 'issue', 'corrected')",1
"('issue', 'corrected', 'data')",1
"('corrected', 'data', 'job')",1
"('data', 'job', 're-executed')",1
"('job', 're-executed', 'successfully')",1
"('job', 'triggered', 'back')",1
"('triggered', 'back', 'end')",1
"('job', 'killed', 'run')",1
"('killed', 'run', 'backend')",1
"('re-ran', 'job', 'file')",1
"('job', 'file', 'availability')",1
"('file', 'availability', 'job')",1
"('availability', 'job', 'completed')",1
"('canceled', 'due', 'td')",1
"('outage', 'run', 'tomorrow')",1
"('due', 'low', 'volume')",1
"('low', 'volume', 'file')",1
"('moved', 'file', 'manaully')",1
"('duplicate', 'issue', 'warranty')",1
"('issue', 'warranty', 'support')",1
"('support', 'liasing', 'dev')",1
